ENGL 131,Weird Tales: Literature of Horror and the Supernatural,3
ENGL 132,Jewish American Literature,3
ENGL 133,Modern American Literature to World War II,3
ENGL 134,American Comedy,3
ENGL 135,Alternative Voices in American Literature,3
ENGL 136,The Graphic Novel,3
ENGL 139,African American Literature,3
ENGL 140,Contemporary Literature,3
ENGL 140H,Contemporary Literature - Honors,3
ENGL 142N,Science in Literature,3
ENGL 144,Everyday Rhetoric,3
ENGL 145,Modern Irish Literature,3
ENGL 161N,The Pursuit of Happiness in American Life: Historical Literature and Modern Practice,3
ENGL 162N,Communicating Care,3
ENGL 163N,Defining the Animal,3
ENGL 165N,Work and Literature,3
ENGL 170N,Introduction to American Folklore,3
ENGL 179,Exploring the Literature of Food: Current Trends in American Food Writing and Environmentalism,3
ENGL 180,Literature and the Natural World,3
ENGL 181A,Adventure Literature: Exploring the Chesapeake Bay,4.5
ENGL 181B,Adventure Literature: Exploring Cape Cod,4.5
ENGL 181C,The Beach: Exploring the Literature of the Atlantic Shore,4.5
ENGL 181D,Adventure Literature: Exploring the Literature of American Wilderness,3
ENGL 182,Literature and Empire,3
ENGL 182A,Literature and Empire,3
ENGL 182C,Literature and Empire,3
ENGL 183N,"The Cold War in Literature, Politics, and History",3
ENGL 183Z,Adventure Literature,3-4.5
ENGL 184,The Short Story,3
ENGL 185,World Novel,3
ENGL 189,Modern Drama,3
ENGL 190Q,Medievalism,3
ENGL 191,Science Fiction,3
ENGL 192,The Literature of Fantasy,3
ENGL 193N,The Craft of Comics,3
ENGL 194,Women Writers,3
ENGL 194H,Women Writers - Honors,3
ENGL 194S,Women Writers,3
ENGL 197Z,Special Topics - Linked Course,3
ENGL 201,What is Literature,3
ENGL 201H,What is Literature,3
ENGL 205,Children's Literature,3
ENGL 206,Business and Literature,3
ENGL 208N,The Music of the Beatles and American Popular Culture,3
ENGL 221,British Literature to 1798,3
ENGL 221W,British Literature to 1798,3
ENGL 222,British Literature from 1798,3
ENGL 222W,British Literature from 1798,3
ENGL 223N,"Shakespeare: Page, Stage, and Screen",3
ENGL 224N,Authors and Artists,3
ENGL 225N,Sexuality and Modern Visual Culture,3
ENGL 226,Latina and Latino Border Theories,3
ENGL 227,Introduction to Queer Theory,3
ENGL 228,Introduction to Disability Studies in the Humanities,3
ENGL 229,Digital Studies,3
ENGL 231,American Literature to 1865,3
ENGL 231Y,American Literature to 1865,3
ENGL 232,American Literature from 1865,3
ENGL 232Y,American Literature from 1865,3
ENGL 233N,Chemistry and Literature,3
ENGL 234,"Sports, Ethics, and Literature",3
ENGL 236N,"Inequality: Economics, Philosophy, Literature",3
ENGL 237N,Reading and Writing Documentary Poetry,3
ENGL 240,Exploring Literary Traditions,3
ENGL 245,Introduction to LGBTQ Studies,3
ENGL 261,Exploring Literary Forms,3
ENGL 262,Reading Fiction,3
ENGL 263,Reading Poetry,3
ENGL 265,Reading Nonfiction,3
ENGL 268,Reading Drama,3
ENGR 115N,"Science, Humanity and Catastrophe: Scientific Discovery in Germany",3
ENGR 197E,Special Topics GN/GH,3
ENGR 467Q,Robots and Their Role in Society,3
ENT 216N,Plagues Through the Ages,3
ENVST 100N,Visions of Nature,3
ESC 220N,"Ethics, Society, and Science Fiction",3
FDSC 134,"Food, Values, and Health",3
FR 83,First-Year Seminar in French,3
FR 137,Paris: Anatomy of a Global City,3
FR 138N,French Culture Through Film,3
FR 139,France and the French-speaking World,3
FR 142,"French Fiction, Drama, and Film (In English)",3
GAME 160N,Introduction to Video Game Culture,3
GD 115N,Visualizing Information,3
GEOG 2N,Apocalyptic Geographies: How can we prevent the end of the world?,3
GEOG 122,The American Scene,3
GEOSC 212N,Earthquakes and Human History,3
GER 83,First-Year Seminar in German,3
GER 100,German Culture and Civilization,3
GER 115N,"Science, Humanity and Catastrophe: Scientific Discovery in Germany",3
GER 123,Genocide in Global perspectives: Twentieth Century and beyond,3
GER 128N,The Holocaust in Film and Literature,3
GER 143,The Culture of Stalinism and Nazism,3
GER 157N,The Amish,3
GER 166,"Marx, Nietzsche, Freud",3
GER 175,Germanic Heroic and Medieval Literature in English Translation,3
GER 189N,German Film,3
GER 190,Twentieth-Century German Literature in English Translation,3
GER 197E,Special Topics GN/GH,3
GER 200N,Contemporary German Culture,3
GER 245,The Vikings,3
GLIS 101N,Globalization,3
GLIS 102N,Global Pathways,3
HDFS 254N,Reading Our Lives: Understanding Diversity and Human Development through Memoirs,3
HEBR 10,Jewish Civilization,3
HHD 245N,"Health, humanity, and longevity: Conversations with elders",3
HHD 497I,Intergenerational Communication,3
HHUM 220N,"Ethics, Society, and Science Fiction",3
HIST 1,Western Civilization I,3
HIST 1H,Western Civilization I,3
HIST 1T,The Western Heritage I,3
HIST 2,Western Civilization II,3
HIST 2H,Western Civilization II,3
HIST 3,The American Nation: Historical Perspectives,3
HIST 5,Ancient Mediterranean Civilizations,3
HIST 5Z,Ancient Mediterranean Civilizations,3
HIST 6N,History and Weather: How Weather Played an Instrumental Role in Great World Events,3
HIST 10,World History to 1500,3
HIST 11,World History since 1500,3
HIST 12,History of Pennsylvania,3
HIST 20,American Civilization to 1877,3
HIST 20Y,American Civ to 1877Y,3
HIST 21,American Civilization Since 1877,3
HIST 21Y,American Civilization Since 1877,3
HIST 66,Survey of British History,3
HIST 83,First-Year Seminar in History,3
HIST 100,Ancient Greece,3
HIST 101,The Roman Republic and Empire,3
HIST 102,Canaan and Israel in Antiquity,3
HIST 103,"The History of Madness, Mental Illness, and Psychiatry",3
HIST 104,Ancient Egypt,3
HIST 105,The Byzantine Empire,3
HIST 106,"Early Modern Empires of Islam: The Ottomans, Safavids, and Mughals",3
HIST 107,Medieval Europe,3
HIST 108,Crusades: Holy War in the Middle Ages,3
HIST 109,Introduction to U.S. Environmental History,3
HIST 110,Introduction to Global Environmental History,3
HIST 111,Introduction to U.S. Food History,3
HIST 113,Baseball in Comparative History,3
HIST 114N,Historical Perspectives on HealthCare Innovations,3
HIST 115,The American Jewish Experience,3
HIST 116N,Family and Gender Roles in Modern History,3
HIST 117,Women in United States History,3
HIST 118,Modern Jewish History,3
HIST 119,Gender and History,3
HIST 120N,History of Modern Europe since 1789,3
HIST 121,History of the Holocaust 1933-1945,3
HIST 122,History of Science I,3
HIST 123,History of Science II,3
HIST 124,History of Western Medicine,3
HIST 125N,History of Infectious Disease and Epidemiology,3
HIST 127,Introduction to U.S. Latina/o History,3
HIST 128N,Cultural Perspectives on Mathematics,3
HIST 129N,Chocolate Worlds,3
HIST 130,"Introduction to the Civil War Era, 1848 through 1877",3
HIST 130H,"Introduction to the Civil War Era, 1848-1877 Honors",3
HIST 131N,"Slavery, the Civil War, and Cinema",3
HIST 134,Great Britain and Ireland in the Early Modern World,3
HIST 140,The History of the Israel-Palestine Conflict (1917-Present),3
HIST 141,Medieval and Modern Russia,3
HIST 142N,History of Communism,3
HIST 143N,History of Fascism and Nazism,3
HIST 144,The World at War: 1939-1945,3
HIST 145N,The Holocaust and Human Rights,3
HIST 147,East European Jewish History,3
HIST 148,History of Pennsylvania State University,3
HIST 150,America in the 1960s: An Introduction,3
HIST 151N,Technology and Society in American History,3
HIST 152,African American History,3
HIST 153,Native American History,3
HIST 153Y,The Indian in North America,3
HIST 154,History of Welfare and Poverty in the United States,3
HIST 155,American Business History,3
HIST 157,Railroads and American Society,3
HIST 158,History of American Immigration,3
HIST 159,History of the FBI,3
HIST 161,The Battle of Gettysburg in American Historical Memory,3
HIST 162N,The Pursuit of Happiness in American Life: Historical Literature and Modern Practice,3
HIST 164,The History of Brazil,3
HIST 165,"Islamic States, Societies and Cultures c. 600-1500",3
HIST 166,History of Sexuality,3
HIST 169,The Indian Ocean World,3
HIST 170,South Asia to 1500,3
HIST 171,South Asia since 1500,3
HIST 172,Introduction to Japanese Civilization,3
HIST 173,Vietnam in War and Peace,3
HIST 174,East Asia to 1800,3
HIST 175,East Asia since 1800,3
HIST 175H,The History of Modern East Asia,3
HIST 176,Survey of Indian History,3
HIST 177,Rise of Modern Southeast Asia,3
HIST 178,Latin-American History to 1820,3
HIST 179,Latin-American History Since 1820,3
HIST 180,Ancient Warfare,3
HIST 181,Introduction to the Middle East,3
HIST 181H,Introduction to the Middle East Honors,3
HIST 182,"Asian Trade: Economy, Industrialization and Capitalism in Asia",3
HIST 183,"Gender, Family, and Society in East Asia",3
HIST 184,Society and Culture in the Pacific War,3
HIST 186,The Silk Roads,3
HIST 188,"Tibet: People, Places and Spaces",3
HIST 189,Illicit Asia: An Alternative Introduction to Asia,3
HIST 190,The Middle East Today,3
HIST 191,Early African History,3
HIST 192,Modern African History,3
HIST 192H,Modern African History,3
HIST 193,Modern Iran,3
HIST 194,Jerusalem: Sacred and Profane,3
HIST 195,Genocide in Global perspectives: Twentieth Century and beyond,3
HIST 203N,"History of Monsters, Aliens & the Supernatural",3
HIST 205,American Antisemitism,3
HIST 210,"Freedom's First Generation: African American Life and Work, from the Civil War to World War II",3
HIST 211,Slavery and Freedom in the Black Atlantic,3
HIST 212N,Earthquakes and Human History,3
HIST 213Y,African American Women's History,3
HIST 220,Global Diaspora and Exile,3
HIST 238N,Society and Culture in Palestine/Israel,3
HIST 240Q,Artistic Patronage in Europe,3
HIST 245,Middle Eastern Cities,3
HIST 250,Introduction to the Caribbean,3
HIST 252,Revolutions in the Middle East,3
HIST 255N,History of the Book,3
HIST 260,The Middle East in Film,3
HIST 261Y,Ghetto: From Venice to Detroit,3
HIST 266Y,Sexuality and Violence in Nineteenth-Century America,3
HIST 292N,Witches and Witchcraft from the Middle Ages to the Present,3
HIST 402N,Russian Economic History,3
HIST 423,Orthodox Christianity: History and Interpretations,3
HM 210N,The Impact of Culture and Customs in Global Hospitality Environments,3
HUM 100N,Foundations in the Humanities: Understanding the Human Experience,3
HUM 101,Transformative Texts Part 1: Foundational Knowledge,3
HUM 102,Transformative Texts Part 2: Contemporary Issues & Practical Perspectives,3
HUM 150N,World Mythologies in the Arts,3
HUM 200N,Explorations in the Humanities: The Quest,3
HUM 300N,Interpretations in the Humanities,3
HUM 311N,The Western Tradition I,3
HUM 400N,Expressions in the Humanities,3
INART 55N,History of Electronic Music,3
INART 126N,The Popular Arts in America: The History of Hip-Hop,3
INART 203Q,Medievalism,3
INART 226N,Critical Approaches to Hip-Hop,3
IST 144N,Invasion of Technology from a 21st Century Perspective,3
IST 170N,What is Information?,3
IST 234N,Digital Cultures,3
IT 83,"First-Year Seminar in Italian Literature, Film, and Culture",3
IT 130,Italian Culture and Civilization,3
IT 131,Introduction to Italian American Culture,3
IT 140,Italian Language & Culture for Study Abroad,3
IT 175,Italian Language and Culture for Embedded Experiences Abroad,3
IT 210N,Multilingual and Intercultural Communication,3
IT 225N,Organized Crime in Film and Society,3
IT 240Q,Artistic Patronage in Europe,3
JAPNS 120,Japanese Literature in Its Cultural Context,3
JAPNS 120W,Japanese Literature in its Cultural Context,3
JAPNS 121H,Japanese Film and New Media,3
JAPNS 121N,Japanese Film and New Media,3
JAPNS 122,Gods to Godzilla: A Survey of Japanese Culture,3
JAPNS 172,Introduction to Japanese Civilization,3
JST 4,Jewish and Christian Foundations,3
JST 10,Jewish Civilization,3
JST 12N,Lands of the Bible,3
JST 60N,Society and Cultures in Modern Israel,3
JST 70,Prophecy in the Bible and the Ancient Near East,3
JST 83,First-Year Seminar in Jewish Studies,3
JST 90,"Jerusalem: Past, Present, and Future",3
JST 102,Canaan and Israel in Antiquity,3
JST 104,The Bible as Literature,3
JST 106,Mysticism and Kabbalah,3
JST 110,Introduction to the Bible: Old Testament,3
JST 111,Early Judaism,3
JST 112,Jesus the Jew,3
JST 113,Jewish Myths and Legends,3
JST 114,Modern Judaism,3
JST 115,The American Jewish Experience,3
JST 116,Jewish Great Books,3
JST 118,Modern Jewish History,3
JST 120,New Testament,3
JST 121,History of the Holocaust 1933-1945,3
JST 122,Apocalypse and Beyond,3
JST 123,History of God: Origins of Monotheism,3
JST 124,Early and Medieval Christianity,3
JST 128N,The Holocaust in Film and Literature,3
JST 131,Jewish Literature: An International Perspective,3
JST 132,Jewish American Literature,3
JST 135,Ethics in Jewish Tradition and Thought,3
JST 140,The History of the Israel-Palestine Conflict (1917-Present),3
JST 143N,History of Fascism and Nazism,3
JST 147,East European Jewish History,3
JST 153,Dead Sea Scrolls,3
JST 160,Sacrifice in the Ancient World,3
JST 181,Introduction to the Middle East,3
JST 181H,Introduction to the Middle East Honors,3
JST 186,The Silk Roads,3
JST 190,The Middle East Today,3
JST 193,Modern Iran,3
JST 194,Jerusalem: Sacred and Profane,3
JST 195,Genocide in Global perspectives: Twentieth Century and beyond,3
JST 205,American Antisemitism,3
JST 210,Numismatics and the Historian,3
JST 220,Global Diaspora and Exile,3
JST 260,The Middle East in Film,3
JST 261Y,Ghetto: From Venice to Detroit,3
KINES 419,Disability Sport and Recreation,3
KINES 449,Sport in African History,3
KOR 120,Introduction to Korean Culture,3
KOR 121,Korean Popular Culture,3
LA 135N,"College, Work, and Citizenship in the 21st Century",3
LA 235N,Introduction to Public Humanities,3
LHR 165N,Work and Literature,3
LLED 215N,Children's Picture Books as Multimodal Texts,3
LLED 227,"Understanding Childhood through Children¿s Literature: Books, Media, Toys",3
LLED 235,Chinese Culture in Child Lit,3
LTNST 100,Introduction to Latina/o Studies,3
LTNST 127,Introduction to U.S. Latina/o History,3
LTNST 226,Latina and Latino Border Theories,3
LTNST 300,Latinx Gender and Sexuality Studies,3
LTNST 315N,Spanish and Spanish-speakers in the U.S.,3
LTNST 326,Reading the BorderLands: Geography and Identity Along the U.S.-Mexico Border,3
LTNST 479,U.S. Latina/o Culture en Espanol,3
MEDVL 107,Medieval Europe,3
MEDVL 108,Medieval Civilization,3
MEDVL 108H,Medieval Civilization,3
METEO 6N,History and Weather: How Weather Played an Instrumental Role in Great World Events,3
METEO 133N,Ethics of Climate Change,3
MUSIC 209N,The Music of the Beatles and American Popular Culture,3
PHIL 1,The Big Questions,3
PHIL 1H,The Big Questions -Honors,3
PHIL 2,Individuals in Society,3
PHIL 3,Ethical Life,3
PHIL 4,The Human Condition,3
PHIL 5,Film and Philosophy,3
PHIL 6,Literature and Philosophy,3
PHIL 7,Asian Philosophy,3
PHIL 8,Gender Matters,3
PHIL 9,"Race, Racism, and Diversity",3
PHIL 10,Critical Thinking,3
PHIL 10H,Critical Thinking,3
PHIL 10Z,Critical Thinking,3
PHIL 11,Science and Truth,3
PHIL 13,Nature and Environment,3
PHIL 14,Love and Sex,3
PHIL 14H,Love and Sex - Honors,3
PHIL 15,How to Live,3
PHIL 60N,Philosophy and 1960s Counterculture,3
PHIL 83,First-Year Seminar in Philosophy,3
PHIL 102,Existentialism,3
PHIL 103,Ethics,3
PHIL 103H,Honors Ethics,3
